id,name,category,created_at,updated_at,scientific_name,distribution,habitat,size,depth_range,description
632,アマクサアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aplysia juliana,世界の熱帯域から亜寒帯域,藻場域、砂泥底,体長8cm以上,水面下-10m,世界中の温帯から熱帯域に広く分布するアメフラシの仲間。体色は緑褐色から黒褐色まで変異に富みます。他のアメフラシと異なり、紫色の液体を出すことはほとんどありません。浅い岩礁域や港内などで普通に見られ、海藻を食べます。春から夏にかけて大発生し、数珠状の卵塊（海素麺）を産む光景は風物詩となっています。
633,アメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aplysia kurodai,西太平洋,藻場域、砂泥底,体長20〜40cm,水面下-10m,大型のウミウシの仲間として最もよく知られています。体色は褐色から暗緑色で、複雑な斑紋があります。浅い岩礁域の海藻帯に生息し、様々な海藻を食べます。危険を感じると紫色のインクを噴出して敵の目をくらまします。春から初夏にかけて大発生し、「海素麺」と呼ばれるピンクやオレンジ色の麺のような卵塊を産みます。
634,アプリシア・ニグロキンクタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aplysia nigrocincta,インド-太平洋、東太平洋,藻場域、岩礁の潮間帯,体長12〜20mm,水面下-5m,アメフラシの仲間ですが、比較的小型です。体色は緑がかった褐色で、側足の縁に黒い線が入るのが特徴です。この黒い線が輪のようにつながって見えることもあります。浅い岩礁域やタイドプールで海藻を食べて生活しています。他のアメフラシ類と同様に、危険を感じると紫色の液体を噴出します。海藻帯をゆっくり探すと見つかります。
635,ミドリアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aplysia oculifera,インド・西太平洋、中部太平洋,藻場域、砂泥底,体長約50〜80mm,水面下-5m,アメフラシの仲間で、体色は緑色から褐色で、体表に白い輪っか状の模様が散らばるのが特徴です。刺激を与えると紫色の液体を出して防御します。浅い岩礁や藻場に生息し、海藻を食べます。春から初夏にかけて、タイドプールなどでしばしば大発生します。
636,クロヘリアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aplysia japonica,日本、韓国,藻場域、岩礁の岩穴、砂泥底,体長約25〜60mm,1-10m,大型のアメフラシの仲間で、体色は緑褐色から赤褐色です。外套膜の縁が黒く縁取られているのが名前の由来です。浅い岩礁域の藻場に生息し、様々な海藻を食べます。危険を感じると紫色の汁を出して身を守ります。春から初夏にかけてよく見られます。
637,フレリトゲアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Bursatella leachii,インド-西太平洋、中部太平洋,砂泥底、藻場域,体長150-300mm,水面下-15m,全身が毛のような突起で覆われたアメフラシの仲間。内湾の砂泥底や藻場に生息し、しばしば大発生することがある。主にデトリタス（有機堆積物）や藍藻類を食べる。刺激を受けると紫色の液体を噴出する。その独特な見た目から「シーヘア（海のウサギ）」の英名を持つが、ダイバーからは「毛むくじゃらの塊」に見える。
638,タツナミガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Dolabella auricularia,インド-太平洋熱帯域,砂泥底、藻場域,体長約250mm以上,1-20m,大型になるアメフラシの仲間。ゴツゴツした岩のような見た目で、海藻などを食べる。夜行性で、日中は岩陰や砂の中に浅く潜って隠れていることが多い。夜間のダイビングでは活発に活動する姿が見られる。刺激すると紫色の液体を出すことがある。
639,ビワガタナメクジ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Dolabrifera dolabrifera,インド-太平洋熱帯域,岩礁の岩穴、転石帯、潮間帯のタイドプール,体長約70mm,1-5m,アメフラシの仲間で、ずんぐりとした琵琶のような体型が特徴。体色は緑褐色から茶褐色で個体差が大きく、巧みな擬態で岩や海藻に紛れている。夜行性で、日中は岩の隙間や下に隠れていることが多い。ナイトダイビングで岩の上を這い、藻類を食べている姿が見られる。
640,フウセンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Notarchus indicus,インド-太平洋,砂泥底、藻場域,体長約40mm,3-15m,アメフラシの仲間で、丸々と膨らんだ風船のような体型が特徴。体色は褐色や緑がかった色で、細かい斑点がある。危険を感じると外套腔に溜めた水をジェット噴射のように吹き出して、水中を跳ねるように泳いで逃げる。藻場や砂地で見られ、そのユニークな逃避行動は観察の価値がある。
641,ウミナメクジ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Petalifera punctulata,本州から南西諸島,藻場域、転石帯,体長約30〜40mm,水面下-10m,アメフラシに近い仲間で、ナメクジのような見た目をしています。体色は緑色から褐色で、全身に散らばる白い斑点が特徴です。主に海藻を食べるため、浅い岩礁域の海藻が生えている場所でよく見られます。海藻の色や形に擬態していることが多く、ゆっくりと観察することが発見のコツです。アメフラシと異なり、刺激を受けても紫色の液体を出すことはありません。
642,クロスジアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Stylocheilus striatus,インド - 西太平洋、大西洋,藻場域、砂泥底,体長約50〜75mm,1-15m,細長い体型のアメフラシの仲間で、体中に黒い縦縞模様が走るのが最大の特徴です。危険を感じると紫色の汁を出します。主に浅いサンゴ礁や岩礁域の藻場に生息し、イトアオノリなどの海藻を食べます。しばしば集団で見られ、数珠つなぎになって産卵する様子も観察されます。
643,クサモチアメフラシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Syphonota geographica,世界中の熱帯域,砂泥底、藻場域,体長約30〜100mm,1-10m,アメフラシの仲間。体は細長く、緑色から褐色の地に複雑な網目模様があります。浅いサンゴ礁や岩礁、アマモ場などで見られます。危険を感じると紫色の液体を放出します。体を変形させて狭い隙間に隠れるのが得意で、海藻の根元などを探すと見つかります。
645,ヒトエガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Umbraculum umbraculum,世界中の温・熱帯域,岩礁の岩穴、砂泥底、転石帯,体長約120〜280mm,5-50m,傘のような平たい貝殻を背負った、大型のウミウシに近い仲間。本体は黄色やオレンジ色のイボイボした体で、餌であるカイメン類の上にどっしりと陣取っています。動きはほとんどなく、岩と見間違えるほどです。巨大なカイメンがある場所では、その上にいないか確認してみましょう。
646,チギレフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Berthella martensi,インド-西太平洋熱帯域,岩礁の岩穴、転石帯,体長約17〜80mm,5-25m,フシエラガイの仲間で、アメフラシに似るが背中に鰓がある。半透明の黄白色の体に、白い網目模様と黒い斑点が入る。外套膜の縁が波打ち、ちぎれたように見えることが和名の由来。カイメン食で、岩礁の壁面や転石の下で見られる。
647,シロフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Berthella stellata,全世界の温帯、熱帯域とされる,岩礁の岩穴、転石帯,体長約12〜20mm,5-25m,半透明の体に白い斑点を持つ貝殻を持たないウミウシに近い仲間。外套膜の下に薄い貝殻を隠し持っている。岩礁の下面や転石の下など、物陰に隠れていることが多い。夜行性で、夜になると這い出してきて餌のカイメン類を食べる。白い斑点は体内の腺細胞が透けて見えたもの。
648,ホウズキフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Berthellina delicata,インド-西太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長30-40mm,3-25m,半球状の体を持つフシエラガイの仲間。カイメン類を捕食する。岩礁の転石下や岩の隙間に隠れていることが多い。体は半透明のオレンジ色や黄色で、内部に薄い貝殻を持つ。刺激を受けると、酸性の液体を分泌して身を守る。ダイバーが不用意に触ると皮膚がひりつくことがあるので注意が必要。
649,ヒノマルフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus caledonicus,西太平洋－中部太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長約10〜150mm,5-30m,外套膜の下に鰓（えら）を持つフシエラガイの仲間。体色はオレンジ色から赤色で、白い輪紋が散在します。「日の丸」の名の通り、赤い体と白い輪が特徴的です。岩礁の壁面や転石の下などを好み、夜行性の傾向があります。刺激すると酸っぱい匂いの液体を出すことがあります。
652,ゼニガタフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus forskalii,インド-西太平洋熱帯域,砂泥底、転石帯,体長約50〜200mm,3-25m,大型になるフシエラガイの仲間で、外套膜の下に大きな貝殻を持ちます。体色は赤褐色で、白い輪紋や斑点が散在し、和名のゼニガタ（銭形）の由来となっています。夜行性で、日中は岩陰や砂の中に隠れています。ナイトダイビングでは、海底を活発に這い回る姿が見られます。危険を感じると酸性の液体を分泌します。
653,イッサイフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus mamillatus,インド-西太平洋,岩礁の岩穴、転石帯,体長約200〜500mm,5-30m,大型になるフシエラガイの仲間。体は柔らかく、外套膜は体全体を覆いきれず、右側に羽のような鰓（えら）がはみ出しています。体色は褐色や紫色で、表面には乳頭状の突起が多数あります。夜行性で、日中は砂や泥の中に潜っています。刺激を受けると紫色の液体を分泌して身を守ります。
654,カメノコフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus peronii,インド-西太平洋,砂泥底、藻場域,体長約35〜130mm,5-40m,亀の甲羅のような硬くゴツゴツした外套膜を持つ、大型のフシエラガイの仲間。体色は赤褐色から紫褐色で、岩肌に似ている。夜行性で、日中は岩の下や隙間に隠れている。危険を感じると、外套膜から酸性の液体を分泌して身を守る。ナイトダイビングで岩壁を探索すると、活発に這い回る姿を観察できる。
655,カリヤウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Ancula kariyana,伊豆半島以北、北海道,岩礁の岩穴、転石帯、藻場域,体長約8〜30mm,10-40m,半透明の白い体に、指のような黄色やオレンジ色の突起が特徴的なウミウシの仲間。岩礁域に生息し、餌となるコケムシの群体上で生活している。ホストの群体を探すと、数匹がまとまって見られることもある。突起の色彩が鮮やかなため、ホスト上にいれば比較的見つけやすい。和名は発見者の仮谷氏に由来する。
656,コトヒメウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Goniodoridella savigny,西太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長約8〜10mm,5-25m,細長い体を持つ小型のウミウシの仲間。外套膜の縁がフリルのように波打っているのが特徴です。体色は半透明の白色から淡い黄色で、餌となる群体性のホヤを食べています。ホヤの群体上にいることが多いため、壁面のホヤをじっくり観察すると、小さな本種が這っているのを見つけることができます。
657,ネコジタウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Goniodoris castanea,日本、大西洋北部のヨーロッパ沿岸、ニュージーランド,岩礁の岩穴、藻場域、転石帯,体長4〜40mm,5-30m,背中が猫の舌のようにザラザラした質感であることから名付けられたウミウシの仲間。岩礁域に生息し、餌であるコケムシの群体上で見られます。体色は褐色や赤褐色で、岩やコケムシの色に溶け込み、保護色となっています。動きは遅く、じっとしていることが多いです。コケムシが生えている岩の表面を注意深く探してみましょう。
658,トレニアウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia sp.1,伊豆半島から南西諸島,サンゴ礁域、転石帯,体長3〜10mm,5-25m,細長い体に多数の突起を持つイバラウミウシの仲間。食草であるコケムシの群体上で生活しています。体長10mm以下と非常に小さく、体色も餌に似ているため、見つけるにはコケムシの表面を根気よく探す必要があります。体の縁に並ぶ棍棒状の突起と、背面の突起の配置が同定のポイントです。マクロ派ダイバーに人気の被写体です。
659,サガミコネコウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Goniodoris felis,西太平洋,岩礁の岩穴、転石帯,体長約15mm以上,5-25m,背中の後方に花のような二次鰓を持つウミウシの仲間。コネコウミウシによく似ていますが、より体が大きく、体つきががっしりしています。体色は半透明の白色から淡い黄色で、オレンジ色の斑点が散らばります。群体性のホヤを食べるため、岩壁のホヤの群体を探すと見つかる可能性が高いです。
660,コネコウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Goniodoris joubini,インド-西太平洋,岩礁の岩穴、転石帯,体長約10〜12mm,5-25m,背中の後方に花のような二次鰓を持つウミウシの仲間。半透明の白い体にオレンジ色の斑点があり、猫の足跡のように見えることからこの名が付きました。群体性のホヤを食べるため、岩壁などに付着したホヤの上を探すのが発見のコツです。非常に小さく、ホヤの色に紛れて見つけにくいことがあります。
661,スガシマコネコウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Goniodoris sugashimae,本州,岩礁の岩穴、転石帯,体長約20〜25mm,10-30m,子猫のような姿が愛らしいウミウシの仲間。体地色は黄色からオレンジ色で、背中には多数の突起が並ぶ。岩礁域で、餌となるコケムシ類を食べる。和名は発見地の三重県鳥羽市菅島に由来する。外套膜の縁がめくれ上がり、猫の耳のように見えることがある。
662,ヒロウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia hiroi,西太平洋,砂泥底、転石帯,体長10〜20mm程度,10-25m,イバラウミウシの仲間で、半透明の白色の体に、背中にある細長い突起の先端が橙色になる。日本の固有種で、発見者の名前にちなんで命名された。岩礁域に生息し、餌となる外肛動物（コケムシ類）の上で見つかる。ヒメイバラウミウシに似るが、本種の方が突起がより細長く、数が多い傾向がある。
663,イトマキウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Kaloplocamus peludo,インド‐西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴,体長約8〜15mm,10-30m,フジタウミウシ科に似た姿のウミウシ。半透明の体に、背面には先端が枝分かれする突起が複数あります。この突起を使って、餌となるコケムシを捕食します。岩礁の壁面や転石の上で、餌となるコケムシを探して這い回っています。体が小さく半透明なため見つけにくいですが、特徴的な突起が目印になります。
664,イバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia barnardi,日本、香港,岩礁の岩穴、転石帯,体長約6〜10mm,10-40m,背中に長い突起を持つフジタウミウシ科の仲間。和名のとおり、背中から外套膜の縁にかけて、多数のイバラのような突起が伸びているのが最大の特徴です。体色は白色から黄色、オレンジ色まで変異があります。コケムシ類を餌としており、岩壁や構造物に付着したコケムシの群体上で見つかります。
665,ムツイバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia distincta,本州から九州,岩礁の岩穴、転石帯,体長約7〜10mm,10-25m,イバラウミウシと呼ばれる、背中に突起を持つグループの仲間。岩礁域に生息し、チゴケムシなどのコケムシ類を捕食します。体は小さく、半透明の白色地に黄色の斑点があり、突起の先端も黄色になります。餌となるコケムシの群体を探すと見つけやすいですが、小さいため注意が必要です。
666,クロイバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia echinata,伊豆半島以南、九州,岩礁域、転石帯,体長約6〜10mm,10-40m,全身が多数の突起で覆われたイバラウミウシの仲間です。半透明の白色の体に、突起の先端が黒くなるのが特徴です。食餌となるコケムシの群体上で生活しており、その姿はまるでコケムシの一部のように見えます。非常に小さいため、見つけるにはマクロな視点での探索が必要です。
667,シロイバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia japonica,本州から九州、香港,岩礁域、転石帯,体長約8〜10mm,10-30m,白いイバラのような突起を持つウミウシの仲間。体地色は半透明の白色で、背中全体が多数の突起で覆われている。岩礁の壁面や転石の下などで、餌となるコケムシ類を食べている。非常に小さいため、コケムシが生えている場所を丹念に探す必要がある。突起の先端が黄色くなる個体もいる。
668,ナガヒゲイバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia pilosa,西太平洋,砂泥底、藻場域,体長10〜15mm,5-25m,細長い体に多数の突起を持つイバラウミウシの仲間。食草であるコケムシの群体上で生活しています。体は半透明の白色で、全身が毛のような細かな突起で覆われていることが和名の由来です。非常に小さいため、コケムシの群体をルーペなどで拡大して探すと見つけやすいです。背面の突起の配置や数が、似た種との識別の手がかりになります。
669,ヒメイバラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Okenia plana,西太平洋,岩礁の岩穴、転石帯,体長10〜14mm程度,5-20m,イバラウミウシの仲間で、半透明の白色の体に、背中にある突起の先端が黄色や橙色になるのが特徴。岩礁や転石帯に生息し、餌である外肛動物（コケムシ類）の上で見つかることが多い。体は非常に小さく、背景に溶け込みやすいため、ダイバーは餌となるコケムシを丹念に探すことが発見の鍵となる。動きは緩慢で観察しやすい。
670,モウサンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trapania euryeia,インド-太平洋,岩礁の岩穴、転石帯,体長約10mm,10-25m,フジツボのような形のコケムシを専門に食べる、ゴンベミノウミウシの仲間。餌となるコケムシの群体上で生活しており、その上で産卵も行います。細長い体で、餌のコケムシの隙間に入り込んで捕食します。観察するには、まず特徴的な形のホストのコケムシを探すことが重要です。
671,シラタマツガルウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trapania scurra,西太平洋,岩礁の岩穴、転石帯,体長約10mm,15-40m,ゴンベに似た姿のツガルウミウシの仲間。半透明の白色の体に、黒い斑点が散らばる。カイメンに寄生するカイメンヒドラという生物を食べるとされ、特定のカイメンの周りを探すと見つかることがある。非常に小さく、見つけるのは難しい。ゴンベのように岩の上でじっとしていることが多い。
672,アムロツガルウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trapania sp.3,西太平洋,岩礁の岩穴、転石帯,体長約13mm,15-30m,細長い体を持つツガルウミウシの仲間。半透明の白い体に、触角の間と背中の突起がオレンジ色になるのが特徴です。この仲間は、カイメンガクレという小型甲殻類の巣穴の入り口にいることが多く、それを捕食すると考えられています。生息環境が特殊なため、カイメンガクレの巣穴がある場所をピンポイントで探す必要があります。
673,カゴメウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Trapania toddi,西太平洋,岩礁の岩穴、転石帯,体長約9〜10mm,10-30m,半透明の白い体に、オレンジ色から褐色の籠目（かごめ）模様が特徴的な小型のウミウシの仲間。岩礁域に生息し、餌であるコケムシの群体上で生活している。体の後方にある一対の突起が、獲物であるコケムシを捕らえるのに役立つ。ホストのコケムシを探し、その上で動く小さな本種を見つけるのが観察のポイントとなる。
674,ミツイラメリウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Diaphorodoris mitsuii,インド-西太平洋,岩礁の岩穴、転石帯,体長約10〜12mm,5-20m,ラメリウミウシの仲間で、鮮やかな黄色い体に青白い斑点が散らばります。触角と二次鰓も体と同じ黄色です。群体性のコケムシを餌としており、岩礁域でホストとなるコケムシの近くを探すと見つけやすいです。小さくても目立つ色彩のため、比較的見つけやすい種です。
675,ミカドウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Hexabranchus sanguineus,インド-太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長80mm〜大きいもので600mm,5-50m,「スパニッシュダンサー」の英名で世界的に知られる大型のウミウシです。鮮やかな赤色が特徴で、危険を感じると外套膜を大きく波打たせ、優雅に泳ぎます。夜行性で日中は岩の隙間に隠れているため、ナイトダイビングでの遭遇率が高いです。バラの花のような卵塊も有名です。
676,ヒララメリウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Onchidoris sp.1,太平洋,岩礁の岩穴、転石帯,体長12〜40mm程度,10-30m,ラメリウミウシの仲間で、まだ学名がついていない未記載種。平たい楕円形の体で、背面には微細な突起が密生し、ラメのように輝いて見えることがある。体色は白色から黄色。岩礁域に生息し、餌となる外肛動物（コケムシ類）を食べる。餌となるコケムシの上を探すのが観察のセオリー。
678,センニンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aegires exechus,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長約7〜8mm,5-20m,フジタウミウシ科に属するウミウシの仲間で、体は硬く、表面はイボ状の突起で覆われています。体色は白色から黄色で、岩礁に付着する青色のカイメンを食べて生活しています。餌のカイメンと同じ場所にいることが多く、その色合いからカイメンの上では目立ちます。ダイバーは青色のカイメンを探すことが発見の近道です。
679,キュウバンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aegires incusus,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約5〜10mm,10-30m,フジタウミウシ科のウミウシ。体は硬く、背面には吸盤のような形をした大小の突起が散在するのが最大の特徴です。体色は黄色や白、褐色など変異に富みます。餌となるカイメンに擬態しており、岩礁の壁面でホストごと探すと見つけやすいです。
680,センヒメウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Aegires villosus,インド-西太平洋,サンゴ礁域、転石帯,体長約15〜17mm,10-30m,フジタウミウシ科に属するウミウシの仲間で、体表が毛深い突起で密に覆われているのが特徴です。体色は白、黄色、オレンジなど変異があります。岩礁域でカイメン類を食べて生活しています。全身が突起で覆われているため、ウミウシだと気づきにくいかもしれません。触角や体の動きに注目することで識別できます。
681,アカボシウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris alba,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約20mm,3-20m,他のウミウシを捕食するキヌハダウミウシの仲間。半透明の白い体に、名前の由来となった赤い斑点が散在するのが特徴です。主にミズタマイボウミウシなどの小型のウミウシを食べます。岩礁や転石の下で獲物を探していることが多く、ダイバーは餌となるウミウシがいる場所を重点的に探すと見つけやすくなります。体は柔らかく、動きは比較的活発です。
682,キンセンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris amakusana,西太平洋,岩礁域、転石帯,体長約8〜25mm,5-25m,他のウミウシを捕食するキヌハダウミウシの仲間。半透明の白色の体に、数本の金色の縦線が入るのが特徴です。獲物となる小型のウミウシを探して岩礁や砂礫底を活発に這い回ります。体の模様には個体差があり、線の数や太さが異なります。
683,キヌハダモドキ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris citrina,インド-太平洋,サンゴ礁域、岩礁の岩穴,体長約17〜30mm,10-30m,他のウミウシを捕食するキヌハダウミウシの仲間。全体が鮮やかなレモンイエローで、体表は滑らかに見えます。餌となるイロウミウシ類などを探して岩礁域を這い回ります。キヌハダウミウシに似ていますが、体色が黄色一色である点で見分けられます。
684,キヌハダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris inornata,西太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長約15〜60mm,5-30m,他のウミウシを捕食する肉食性のウミウシ。半透明の乳白色から淡いオレンジ色の体で、イボ状の突起はありません。体は柔らかく、ナメクジのような質感です。岩礁や砂地で他のウミウシを探して活発に這い回ります。夜間によく活動する姿が観察されます。
685,キイボキヌハダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris impudica,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約35〜60mm,10-30m,キヌハダウミウシの仲間で、他のウミウシを捕食する肉食性です。半透明の黄色い体に、不規則な形状の黄色いイボ状突起が散在するのが特徴です。岩礁や砂礫底で他のウミウシを探して這い回っています。夜行性の傾向があり、ナイトダイビングで見かける機会が多いです。
688,ヒメキヌハダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Gymnodoris subornata,日本,サンゴ礁域、岩礁の岩穴,体長3〜10mm程度,3-15m,キヌハダウミウシの仲間で、半透明の白色の体に橙色の斑点が散らばる。他のウミウシを捕食する肉食性で、特に小型のドーリス類を好む。岩礁や砂礫底で獲物を探して這い回っている。非常に小さいため見つけるのは難しいが、他のウミウシが集まる場所を探すと、本種に出会える可能性がある。
689,オカダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Vayssierea felis,インド-西太平洋,転石帯、岩礁の岩穴,体長約4mm,3-15m,体長数ミリという、非常に小さなウミウシの仲間です。体はオレンジ色から赤色で、二次鰓を持たず、背中に突起状の鰓があります。岩礁の壁面などに付着するフジツボの殻の上やその周辺で見つかることが多いです。フジツボの軟体部を食べていると考えられており、観察するにはルーペが欲しくなるほどの小ささです。
690,ヤグルマウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Crimora lutea,インド-太平洋,サンゴ礁域、岩礁の岩穴,体長約10〜15mm,10-30m,体中に伸びる突起が特徴的なウミウシ。フジツボによく似たコケムシ類を餌としており、その群体の上で見つかります。黄色い体に突起の先端が青色を帯び、美しい配色をしています。餌となるコケムシは岩壁や構造物などに付着しているため、そういった場所を重点的に探すと良いでしょう。
691,ヒメエダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Kaloplocamus acutus,西太平洋,岩礁の岩穴、転石帯,体長8〜25mm程度,5-25m,フジタウミウシの仲間で、鮮やかな橙色から赤色の体を持つ。背中にある複数の枝分かれした突起が特徴的で、危険を感じるとこれを激しく振る。岩礁域に生息し、餌となる外肛動物（コケムシ類）を食べる。鮮やかな体色のため、一度場所が分かれば見つけやすいが、サイズが小さいため注意深い観察が必要となる。
692,シロエダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Kaloplocamus dokte,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴、転石帯,体長約6〜12mm,10-30m,木の枝のような突起を持つウミウシの仲間。体地色は半透明の白色で、背中の突起の先端が黄色やオレンジ色になるのが特徴。岩礁域で、餌となるコケムシ類を捕食する。刺激を受けると突起を自切することがある。コケムシが生えている場所を探すと見つけやすい。
693,エダウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Kaloplocamus ramosus,インド-太平洋、東大西洋、地中海,岩礁の岩穴、転石帯、藻場域,体長15〜60mm,5-30m,体の縁から樹の枝のように分岐した突起が多数出ている、ユニークな姿をしたウミウシの仲間です。体色は黄色やオレンジ色、白色など変異に富みます。主にフサコケムシ類を食べるため、岩礁域で餌となるコケムシの群体を探すと見つかる可能性が高いです。危険を感じると、体を丸めて突起を外側に向ける防御姿勢をとります。
694,カンザシウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Limacia ornata,日本、オーストラリア,岩礁の岩穴、転石帯、藻場域,体長約8〜18mm,10-40m,白い体に、簪（かんざし）のように並んだ多数のオレンジ色の突起が美しいウミウシの仲間。岩礁域に生息し、餌であるフサコケムシ類の群体上で見られる。この突起は化学的な防御機能を持つと考えられている。ホストである白いレース状のコケムシを探し、その上にいる鮮やかな本種を見つけるのが観察の定石。
